"Gene.symbol","logFC","adj.P.Val"
"ZYG11B",-1.25962113157239,9.791179788786e-08
"MIR7109",-1.17192456249317,9.9367382712032e-08
"CDCA4",2.43725960680979,1.01091638354324e-07
"FBXO22",1.25045595504208,1.01594874977779e-07
"FIG4",-1.32630415793406,1.02637395377415e-07
"QTRT2",1.36694318152209,1.04048932312706e-07
"NR1D1",-1.98030457418626,1.04048932312706e-07
"SPRTN",1.68642615186541,1.04716305123255e-07
"KCTD18",1.25899502514471,1.04716305123255e-07
"CDCA7L",2.80186926760729,1.05566535640396e-07
"MED8",-1.12691164581461,1.05697342733212e-07
"MAPK11",-1.64911355677312,1.06752675071372e-07
"GDAP1",-1.71436486408646,1.08248962525852e-07
"TMEM133",1.82848054707041,1.10334359021067e-07
"HPRT1",-1.7661894252551,1.10676253286171e-07
"ACOT8",-1.27082839528284,1.11480761486128e-07
"NPAS1",-1.13111857399106,1.1255851038113e-07
"GPRASP1",-2.36001713531939,1.12912113842925e-07
"BTBD6",-1.11466149694675,1.14635407504498e-07
"NLK",-1.88629182835181,1.16689668518956e-07
"SLC35F3",-3.83881081737857,1.17709334365825e-07
"AK2",1.32125623057778,1.1816518359043e-07
"ARHGAP32",-2.71677119107317,1.21807910299832e-07
"PSPC1",1.05537091358369,1.21825027829562e-07
"TMEM99",1.85423540052925,1.23743493654395e-07
"LRRC57",1.42126429896844,1.24404413532926e-07
"HTR2C",-3.57643973720395,1.24737352082714e-07
"SRRM3",-2.2136098958428,1.24982603507316e-07
"GTF3C3",1.64228066397705,1.25102394392582e-07
"KCNG3",-1.68643247192893,1.26335171709948e-07
"INA",-6.46386604175674,1.27005030899713e-07
"TMEM59L",-2.51685000847942,1.28051378329479e-07
"RHNO1",1.79816303064378,1.28151342415577e-07
"GRM5",-4.93506968485918,1.29847130466764e-07
"KCNA2",-2.8687811633624,1.30583125319528e-07
"PSD3",-2.55451542191665,1.309458060417e-07
"SMAD4",1.51695300415903,1.32008029443276e-07
"NXT2",1.67279464600466,1.36102554803536e-07
"IMPDH2",1.21480845394095,1.39697985480638e-07
"SLC27A3",2.71153081302425,1.40225273330652e-07
"EZH1",-1.18854722539119,1.40296383700129e-07
"ZCCHC4",1.19438044707903,1.40465222030737e-07
"TM4SF18",2.30813610621854,1.40465222030737e-07
"CHRD",-1.49823230017607,1.40569554068807e-07
"TTLL7",-2.30331906118791,1.41309125408694e-07
"ZNF488",-3.75259777986779,1.41687385155985e-07
"HIST1H4J",1.83334486766509,1.41688840804902e-07
"SLITRK4",-4.63552609893564,1.4299052365028e-07
"ERAP2",3.84950694036259,1.44263677957493e-07
"ZBTB1",1.00663532461926,1.44383156412557e-07
"ANO6",1.90250352748533,1.44815422899337e-07
"CXCR4",2.96910478336054,1.45783726039812e-07
"HEBP2",1.2101006316453,1.47118812973804e-07
"PARP9",3.62217278902347,1.49180438235084e-07
"FLNA",2.55659646023366,1.49180438235084e-07
"ERLIN2",1.49515031357835,1.49934298995591e-07
"FKBP1B",-2.35779707998955,1.5059969592941e-07
"ADRA2A",-3.62518944693741,1.51712266279048e-07
"CCDC15",2.30011402637843,1.52717598863395e-07
"KNTC1",2.63208844761222,1.52932730378293e-07
"UBE2QL1",-4.32016744411479,1.54504942771927e-07
"TOLLIP",-1.4818478437879,1.54988295495666e-07
"KCNAB1",-3.4014566943695,1.55395991036034e-07
"C14orf132",-1.95872913412112,1.55462123053484e-07
"DNM3",-4.60897033790868,1.56502433100192e-07
"MIR1204",2.30897597668422,1.56575268043123e-07
"CBLN4",-3.773092701653,1.57354299306163e-07
"TGIF2",3.04593380594983,1.58215692310007e-07
"MKS1",1.75792586242485,1.61450291890667e-07
"CKS1B",1.79306418146666,1.62919815028876e-07
"ZNRD1",1.58185976847495,1.62919815028876e-07
"TPX2",4.27510869515161,1.67108203924334e-07
"SMC3",1.4495560167639,1.67466357193979e-07
"SEPT4",-3.4006374437129,1.67489334320046e-07
"RAB27B",-4.74012264291572,1.67653938367054e-07
"MAGED2",1.31505541446771,1.67673691885027e-07
"ZNF572",1.32757505522209,1.69358133292176e-07
"PITRM1",-1.01243141873452,1.69636413849314e-07
"TMSB15B",5.61978639542478,1.69723130417475e-07
"PFN1",1.28676230402425,1.70331840204059e-07
"SH3GL3",-5.33084732775392,1.71090490274868e-07
"CEP55",3.48745084168369,1.71138077765831e-07
"CHRNA3",-2.29794673087022,1.71379885731393e-07
"GALNT1",1.00943204807941,1.7458804741344e-07
"GJC2",-1.3849754374931,1.74930340848537e-07
"MAP3K12",-1.25558501776963,1.79663626041599e-07
"BRAT1",1.15569129369987,1.79767875598638e-07
"SPATA2",-1.91522209273347,1.79892524463826e-07
"ATP6V0A1",-1.62876103460882,1.80609497966593e-07
"DTYMK",1.35558700051302,1.81516238038773e-07
"FAAP20",1.18730584838027,1.81977078537328e-07
"SNAPC1",1.61651639379244,1.81994655218572e-07
"BRCA1",1.8151014261921,1.81994655218572e-07
"DYNC1LI1",-1.01462673210205,1.82619098402871e-07
"GUCA1A",-1.82751525445569,1.82619098402871e-07
"TMEM268",-2.0101187497482,1.83060647170663e-07
"SH3GL2",-5.54369417318074,1.85813869570148e-07
"KIAA0319",-3.87847303566036,1.86562279178034e-07
"C1orf216",-2.27375519623103,1.89122832708955e-07
"LOC286052",-1.98929722236911,1.90775064998722e-07
"SH3BP4",1.57501852896199,1.92576103813358e-07
"KCTD2",-1.32260339562498,1.93111071879513e-07
"KCNIP4",-4.5747606516904,1.93493255250068e-07
"GJA9-MYCBP",2.25204414425476,1.95479443594881e-07
"RFK",-1.01522457933137,2.02052499822184e-07
"CDKN2C",2.55943197239139,2.03984913686685e-07
"MAL2",-5.26580396245431,2.04627887758563e-07
"SHCBP1",3.00174223110098,2.06220276137914e-07
"TMEM263",1.04689691990111,2.06439861386425e-07
"HMMR",3.46745915199487,2.06586448425004e-07
"NAP1L5",-2.09764530588521,2.10079364530009e-07
"B4GAT1",-1.24871782584623,2.10538147522655e-07
"ZNF260",1.31440080168527,2.10651343217717e-07
"CD93",3.16201313945206,2.13829792398101e-07
"FEZF2",-3.14288119596943,2.15858704426648e-07
"PLPP7",-1.6876006371662,2.18496706541454e-07
"CAD",1.39911802951426,2.20782787239322e-07
"HCN1",-4.72033001373136,2.21768066864961e-07
"PSTK",-1.7302780139459,2.21768066864961e-07
"LOX",4.98302711769144,2.21768066864961e-07
"SLC44A1",1.72313626005693,2.22325406603121e-07
"PPFIA2",-3.58101682560237,2.23636566529002e-07
"CUEDC1",1.52514588588592,2.26218433592405e-07
"CARD6",2.13120207688271,2.27233729814674e-07
"AKT2",1.30048818318461,2.30476894243961e-07
"ZNF558",1.37536575526508,2.34134581203046e-07
"ANK3",-4.39091474169343,2.38704024236084e-07
"POLR1B",1.45994964411544,2.40039975953452e-07
"CNPY3",1.3184641603478,2.41585004571319e-07
"NUCB2",1.12882541860841,2.45072738799301e-07
"HHATL",-4.48015361412584,2.46997759825253e-07
"CSK",1.04354665492708,2.48733848449556e-07
"INTS4",1.08865860060249,2.50822192313355e-07
"FBXO44",-2.31898286614623,2.53107773286298e-07
"RGL2",1.19748347117021,2.55856089871205e-07
"LMAN2",1.10414307788823,2.58878571608627e-07
"MAML2",2.51552861439822,2.59260939880798e-07
"UGDH",1.96819686299841,2.6112532988188e-07
"SNRPD1",1.09562800264628,2.61370979126314e-07
"DNAJC6",-3.93291081539724,2.63247460300571e-07
"FBL",1.40585728648488,2.65823485543849e-07
"C18orf54",2.40287351115371,2.69635814462335e-07
"EPHA5",-3.95349218580191,2.69679473082758e-07
"SERP2",-2.3463832580906,2.6987676348937e-07
"VAMP4",-1.05401855174958,2.70488202788366e-07
"CYYR1",2.9558919252048,2.7060790728953e-07
"ST8SIA3",-4.79058434562407,2.71786610636785e-07
"SLC25A14",-1.1673208530405,2.73177702405967e-07
"TXLNA",1.23532463696476,2.75951420621327e-07
"C17orf51",-1.15625435866207,2.76191454259373e-07
"IP6K1",-1.06679729165556,2.7702202160506e-07
"PI4K2A",-1.13686391311171,2.78403393049988e-07
"NCEH1",-3.21619528280743,2.81440578146032e-07
"SETDB1",1.32819816307356,2.88221123702255e-07
"MED20",1.11233864232793,2.88925419631428e-07
"GLE1",1.0645707104182,2.88925419631428e-07
"SLC25A43",2.91595040780505,2.8940563397402e-07
"MRPL50",1.20776389478396,2.91642893934623e-07
"LOC157503",-3.80878421584563,2.92019149982433e-07
"TPPP",-3.59563150198054,2.9336542281383e-07
"TMEM138",1.35051659874029,2.95240674993659e-07
"POLR3C",1.50808804203938,2.96109649539803e-07
"PDZD4",-2.11643627753794,2.97881895376961e-07
"GNAZ",-1.77662240284715,2.98521296878728e-07
"LOC646014",-1.78952840233117,3.04477188028821e-07
"GRM2",-2.08091131286463,3.04975238131692e-07
"EIF5A2",-2.22483451628561,3.05041437260709e-07
"SLC25A22",-1.62806870489639,3.05230182886406e-07
"UBR3",-1.25366070847134,3.0735284537694e-07
"ZNF764",1.63316748740263,3.0743404306803e-07
"WRN",1.6119295416927,3.07849644268831e-07
"TET2",1.04046349475456,3.0828088403884e-07
"CLSTN1",-1.1390738086549,3.10250931650175e-07
"USP40",1.31423433953662,3.10774846164046e-07
"SNAP91",-4.15455053311736,3.12953245932502e-07
"CAMK1",-2.47976480378054,3.12953245932502e-07
"CNKSR2",-3.29747053497436,3.14368350472155e-07
"GOLM1",1.27682576467626,3.18794301574768e-07
"MIR4454",-2.20342828797232,3.22982141855588e-07
"SH3BGRL2",-2.08182707924097,3.22982141855588e-07
"FAIM",1.24666499683556,3.26502385189021e-07
"SLC35D2",1.74365492447074,3.30539908281238e-07
"GORAB",1.38722671816495,3.31858504512122e-07
"ELMOD2",1.1970014671211,3.32019044921612e-07
"RALYL",-5.2919709261054,3.33186983077454e-07
"NBPF25P",1.29047779021571,3.33704837030054e-07
"BTRC",-1.08712857959606,3.3995748505177e-07
"CDKL2",-3.39174107847673,3.4214612387519e-07
"GINS3",1.90105327694977,3.43986868282352e-07
"ZNF7",1.19169207758547,3.50010680649209e-07
"TMCC2",-2.41604140233057,3.51961581830146e-07
"AMPH",-3.79386642851072,3.53306236159999e-07
"TRIM45",2.00044618995581,3.53568323174175e-07
"ZNF606",1.56889500860131,3.63263732123102e-07
"LOC643923",-4.49248624406207,3.66893670439509e-07
"STEAP3",3.46236883842715,3.66893670439509e-07
"SLC25A24",1.6677380298685,3.69820491073387e-07
"SLIT3",-1.81382074148889,3.72056027352519e-07
"IRF2BP2",1.37993407358849,3.74306618629693e-07
"OAS3",2.5174149601501,3.76747902149774e-07
"DPM3",1.17967330671591,3.79513749237559e-07
"KIF14",3.74090017234773,3.84812278974186e-07
"GPC5",-4.43318132044162,3.85529658553651e-07
"FARS2",1.09278377609592,3.91489772058875e-07
"DCAF6",-1.16830608566917,3.97019837958387e-07
"CCT6B",1.44996396295641,4.01638024581533e-07
"SDCCAG3",1.19582674777704,4.02124012219923e-07
"ATG13",-1.10836119475688,4.02983258399753e-07
"CGREF1",-1.76651708081756,4.06504280479293e-07
"PWAR6",-2.65157081652407,4.07295363709992e-07
"CNNM2",-2.01263247172268,4.07505479493333e-07
"MCU",-1.33815265343471,4.1227384053991e-07
"YAE1D1",1.07639117876258,4.23685732148959e-07
"NRM",2.0362468334944,4.25515969294026e-07
"CACNA1E",-3.80843061365622,4.27562052322775e-07
"KIN",1.16306190967265,4.29544170731527e-07
"EBPL",1.37901235271952,4.32344536397791e-07
"PAIP2B",-2.77139699742171,4.32344536397791e-07
"MGAT2",1.0368991420802,4.32344536397791e-07
"DLEU2",2.52247587971525,4.37705410418546e-07
"SPICE1",2.17106839190585,4.37705410418546e-07
"SNAP25",-4.84892347299738,4.52891283779949e-07
"CHEK1",3.29031262267435,4.52891283779949e-07
"XPO5",1.16995671909039,4.55806469081213e-07
"NICN1",-1.12462305132498,4.59161128844187e-07
"VAT1",1.73588646696252,4.6232775181025e-07
"DLG1",-1.003435739281,4.63765953480045e-07
"MIR631",-1.8618165632956,4.67164563421121e-07
"OPTN",-1.91576183189383,4.67370581569781e-07
"DEAF1",-1.42433335479941,4.69999659290822e-07
"ZC3H10",1.00366107402866,4.77071534549336e-07
"E2F7",4.15715214749895,4.87615492632001e-07
"LYZ",3.66217091421794,4.88263554127303e-07
"LRP3",-1.44323897822893,4.89373048993651e-07
"SBNO1",-1.47582338112801,4.90432446250433e-07
"PTP4A3",3.24607423318172,4.90482229991274e-07
"KLC1",-1.28147284313749,4.96666338943744e-07
"PLCB1",-2.75288894897549,5.11145283489128e-07
"BUD13",1.30234614002005,5.1259560350553e-07
"TRNP1",-2.46637317516529,5.17599824798581e-07
"TMEM196",-2.97798353485464,5.18864319695874e-07
"TRDMT1",1.37502526495168,5.1890155703013e-07
"CCSER2",-1.05901124837029,5.23416343854214e-07
"TOMM40L",-1.76401673515825,5.34551523243088e-07
"RTN2",-2.39613009051342,5.38067555271357e-07
"PXDN",3.25149850502405,5.39740447093679e-07
"ACLY",1.04604627553121,5.39740447093679e-07
"LRFN5",-4.0827011019363,5.40332981251014e-07
"KCNJ3",-4.42787300499679,5.4308089887736e-07
"HABP4",-1.26989001155365,5.4897443508647e-07
"FBXL17",-1.41155697825116,5.49917099282568e-07
"SHANK2",-3.74638260965497,5.54429166922581e-07
"PTX3",4.42761207233563,5.67057693188226e-07
"IKBKB",1.26135496299566,5.67962852261604e-07
"UBE2I",1.14019811275365,5.6810330550515e-07
"ADCY1",-4.16351505800677,5.69191755654306e-07
"ITPK1",-1.47612057441125,5.7345872576937e-07
"LGI2",-1.53758514150177,5.77392896873695e-07
"ZMAT4",-3.53704423710644,5.81134379512329e-07
"SEPN1",1.82673861207909,5.89366595654968e-07
"IQGAP1",1.6373541174092,5.89758237956693e-07
"UEVLD",1.80709355106325,5.90285921426726e-07
"CAMK1D",-1.87760684186239,5.93488753955502e-07
"NRP1",2.46510758896193,5.93715194276191e-07
"PIANP",-2.634367331167,5.95221237013248e-07
"AGTPBP1",-1.18162844958515,6.00423107566498e-07
"INPP5F",-2.61066707684413,6.06048907946355e-07
"YIF1A",1.02643714041019,6.06377443530089e-07
"GNG3",-4.68240474972604,6.11190804575355e-07
"PPM1L",-2.09382353154169,6.12515679723608e-07
"NDRG4",-2.33811463046233,6.14650469630628e-07
"NR4A2",-2.80393426717963,6.20168184007678e-07
"FAM102B",-2.01898798167115,6.21106739952886e-07
"MINK1",-1.22563186098068,6.29173879389646e-07
"CISD1",-1.36793207317864,6.29679735473948e-07
"WNT10B",-2.30677060019139,6.35275198061096e-07
"GABPA",1.67087225867311,6.37675290756098e-07
"ABCC4",2.31111370770046,6.37675290756098e-07
"SMCHD1",1.01049086670283,6.37675290756098e-07
"PAK3",-3.17929344885292,6.43304952080796e-07
"SGO2",2.58982721971985,6.4713178133139e-07
"PC",-1.49523888889093,6.47930959305651e-07
"PTK7",1.89819062269986,6.48807962239337e-07
"KATNA1",1.58931175210782,6.625956079654e-07
"THG1L",1.99257833410723,6.67645563860115e-07
"BRI3",1.14657408173911,6.69144812353074e-07
"CTHRC1",3.91876221102525,6.71957124718777e-07
"MYO5A",-2.07496943698278,6.76482268136881e-07
"KCNB1",-3.13581643992013,6.7805908483419e-07
"MBNL3",2.81373733166358,6.85506386564007e-07
"CPEB1",-2.99247734841658,6.88626403022742e-07
"CCDC85A",-3.91289541252854,6.92978337608428e-07
"OLFM1",-3.27222923194715,6.97109092988437e-07
"KLHL1",-2.92228698123275,7.06408399787306e-07
"GAS7",-3.37483475820284,7.11919653587272e-07
"RAB32",1.72002461253478,7.12042017947221e-07
"TRBC1",-2.61349291343202,7.1261465079356e-07
"POLI",1.26769718798179,7.26121607609408e-07
"CHN2",-3.95579460950494,7.26121607609408e-07
"SLC25A1",1.65493198929513,7.26121607609408e-07
"KCNK1",-4.46520145985944,7.26121607609408e-07
"DARS2",1.39107546303011,7.3167056620409e-07
"PPM1A",-1.33385326998324,7.40536577376492e-07
"WRAP53",1.74179769873669,7.42288884854795e-07
"CORO1B",1.2611794346238,7.45488731996181e-07
"FAM131A",-1.73594669780329,7.50047330326367e-07
"RIT1",1.88551608148251,7.57535360664729e-07
"ZNF2",1.26321190072794,7.60494801057596e-07
"ARHGEF9",-1.49929010761033,7.72203568229368e-07
"DTWD1",1.27904199698822,7.85772899176858e-07
"KIAA0408",-2.82631046290382,7.87318308477224e-07
"PLXNB2",1.69517635165726,7.87318308477224e-07
"PGBD5",-2.65484413599632,7.93721268857657e-07
"DEDD2",-1.00058614477535,8.02907642317733e-07
"PHOSPHO2",1.57037163720506,8.05354546880243e-07
"ARFGEF3",-2.62113609872683,8.26808155015404e-07
"MNS1",2.82312957002491,8.26808155015404e-07
"CREB3L4",2.72642877303438,8.30124712659119e-07
"MUM1L1",-3.40686110987614,8.3281810169857e-07
"HIVEP3",-2.56254728666114,8.37414902250928e-07
"TCTN3",1.44055392287844,8.39185208913654e-07
"MIR124-1",-4.20983400926838,8.45519141220522e-07
"ZC3HAV1L",2.17786657826449,8.45854177566817e-07
"RGS11",-2.63039364583025,8.5613292462905e-07
"NOX4",2.73853445337015,8.5613292462905e-07
"ZNF667",-1.6317817332724,8.60327333144178e-07
"FRAS1",-4.02397350171263,8.67276783283078e-07
"RMI1",1.40142301202906,8.70174920086962e-07
"TAF4B",-2.45149943841703,8.73016018715076e-07
"BIRC5",4.49926411786771,8.8004357549365e-07
"NAGLU",1.33995545719579,8.8519018087318e-07
"ACRC",-1.61265078104372,8.8519018087318e-07
"ICAM2",-2.44666166114799,8.86872398444448e-07
"TMEM178A",-3.15624654768337,9.0463386475561e-07
"ALDH7A1",1.16569099682413,9.18886725653591e-07
"KLK6",-3.40264713533833,9.23921394432613e-07
"EIF4E2",1.76983732625273,9.41932190768997e-07
"ZNF200",1.19065321738698,9.44845401991329e-07
"ENKD1",1.826614451362,9.47377385742583e-07
"GDPD5",-2.64214851845951,9.52965333038349e-07
"SYT4",-5.38607778929613,9.52965333038349e-07
"ANKRD39",-1.47214270239947,9.52965333038349e-07
"TGFBI",3.11301331907987,9.53387135633506e-07
"BARD1",2.02373197590513,9.59600632337889e-07
"NUF2",4.0071189288756,9.71889074428443e-07
"ZNF134",1.63494784852498,9.72735223304373e-07
"PXN",1.76153593524274,9.73746494274444e-07
"CASP6",1.06724651150098,9.82540353264594e-07
"CCDC106",-1.07898597936976,9.9946400224236e-07
"MZT1",-1.54085565438291,1.00319605840088e-06
"DIO2",-3.36304747239856,1.01068064501486e-06
"POLE2",2.65209204823655,1.01905327429301e-06
"TECPR2",-1.61840436454787,1.04334187179508e-06
"STXBP4",1.40043198670019,1.05057268838989e-06
"ZNF561",1.09830876400717,1.05057268838989e-06
"CELF2",-1.01550285626108,1.0506655633724e-06
"PLOD3",1.68186139018625,1.06287151884911e-06
"IGFLR1",1.36326718051446,1.09202099256074e-06
"ANGPTL2",2.7129560024142,1.10691548011038e-06
"AKR7A2",1.02795148669875,1.1116614024118e-06
"RUNDC3B",-3.00694546441364,1.11224224860107e-06
"MCF2L",-2.80214607552321,1.11240150308303e-06
"THY1",-2.94937169495267,1.11537199224126e-06
"ZNF551",1.77943693498487,1.12743985890037e-06
"ELMO1",-3.38458197363354,1.13916403975912e-06
"FAM58A",-1.04628109453044,1.14503463855548e-06
"ACTL6B",-4.66317723813254,1.1531797241167e-06
"LRP6",1.10794815642918,1.16142576578352e-06
"NPTXR",-3.23302663792748,1.16554687427325e-06
"BRINP1",-5.0425620247904,1.17910884686461e-06
"JPH4",-3.56038050331802,1.18255821116763e-06
"KLHL18",-1.38532197806536,1.18291590449114e-06
"LPAR6",2.10713405899132,1.18562697503681e-06
"FAM114A1",2.38545172392103,1.18702852023336e-06
"SOCS2",2.74949403660302,1.19268294808288e-06
"GUSB",1.34154109773404,1.2135535590161e-06
"APOM",1.49182320798324,1.21865212697191e-06
"SCRT1",-2.51295096309507,1.22079797517578e-06
"ARL2BP",1.0082880784094,1.22919026797856e-06
"GPX8",2.85990882783051,1.24556127064874e-06
"RAB39B",-1.7144203350482,1.24556266447215e-06
"VPS13C",1.16922730990519,1.26145467300219e-06
"TWSG1",1.33040744962044,1.26376295829114e-06
"NUP88",1.03446600330098,1.26873926731789e-06
"TRAM2",2.78878308638547,1.26992850655003e-06
"FBXO30",1.13387162749078,1.28617413017383e-06
"GABARAPL1",-2.04886975493143,1.29585270524428e-06
"XKR4",-3.90054749526286,1.29793010811315e-06
"SMAD1",1.20403167109828,1.30546741162671e-06
"DTX3L",2.66783099750407,1.30848743269827e-06
"VGLL4",1.0175602950948,1.30896497424803e-06
"DBNDD1",-2.36390347210086,1.32091262867662e-06
"CAMSAP2",-1.20840254957219,1.3223383966163e-06
"IGIP",-2.21683820923222,1.32938597451728e-06
"QRSL1",1.12229979563379,1.3315108447944e-06
"EMP3",3.57616943040059,1.34894316017858e-06
"ATP9A",-1.33160867294623,1.35350203065291e-06
"PRDM5",1.60342710033819,1.35447600450458e-06
"ADGRL1",-1.88563104041565,1.35580894591966e-06
"DOLK",1.38572614807732,1.36930037841057e-06
"COL1A2",2.27129600858442,1.36996041123217e-06
"BGN",2.53585412794286,1.37106771868476e-06
"SLC1A6",-4.01920790754931,1.38607970289316e-06
"ANK1",-1.07020775226969,1.39140699716324e-06
"TMEM257",-3.62746478082025,1.39304810215482e-06
"NRG1",-3.5201224750718,1.39569331208129e-06
"RDH12",-1.15951904436936,1.39971106633012e-06
"AGPS",1.59346360043083,1.40989876422094e-06
"MCM9",1.27183981017626,1.41550576913978e-06
"DLGAP5",4.00163587325483,1.42300309167015e-06
"AKAIN1",-2.40759094812794,1.43357640599005e-06
"PPP3R1",-3.25355017391053,1.43730735042261e-06
"DCAF16",1.52192440854207,1.4391250055157e-06
"SLC25A39",1.39384079505983,1.44354058789508e-06
"DRAM1",2.22139659530335,1.44434241213164e-06
"SLC2A13",-3.80554326215648,1.44714883603437e-06
"ZNF253",1.49602526058665,1.44861569953056e-06
"PSMB8",3.32230233232657,1.44861569953056e-06
"ATP6V1B2",-1.17848469502841,1.44861569953056e-06
"TMEM266",-1.47248070841269,1.45288427622298e-06
"ZCCHC17",-1.00908458056957,1.45383077875006e-06
"ZSCAN5A",1.92460953965641,1.46714649174407e-06
"SPNS2",-2.25309027893084,1.469449387959e-06
"ZNF112",1.05734535989947,1.48028642458344e-06
"LOC101927365",2.17292013476128,1.48241460108654e-06
"FANCI",2.9750425674184,1.4954158677311e-06
"EFS",2.32705847082465,1.49571815387426e-06
"CD200",-2.28935366058849,1.49571815387426e-06
"LRFN1",-1.30211008645089,1.50028678376606e-06
"SP3",1.13821497185017,1.50504301798261e-06
"TMEM173",2.58360145068349,1.51816122726502e-06
"WDR35",1.12454194354615,1.52043912797361e-06
"ARHGEF25",-1.390552378924,1.52335600669117e-06
"RGS6",-1.28982725771565,1.5302003831938e-06
"DPY19L4",1.43890355768921,1.5332523928786e-06
"MUC8",-1.50523983628863,1.5332523928786e-06
