"ProbeID","GeneSymbol","EntrezID","GeneTitle","GOProcess","GOProcessID","GOFunction","GOFunctionID","GOComponent","GOComponentID"
"1552410_at","CLEC4F","165530","C-type lectin domain family 4 member F","endocytosis","GO:0006897","carbohydrate binding","GO:0030246","integral component of membrane","GO:0016021"
"1552412_a_at","DEFB106B","503841","defensin beta 106B","defense response to bacterium///innate immune response///defense response to bacterium///innate immune response","GO:0042742///GO:0045087///GO:0042742///GO:0045087","","","cell surface///extracellular region///cell surface///extracellular region","GO:0009986///GO:0005576///GO:0009986///GO:0005576"
"1552414_at","WFDC9","259240","WAP four-disulfide core domain 9","","","protein binding","GO:0005515","extracellular region","GO:0005576"
"1552421_a_at","CALR3","125972","calreticulin 3","cell differentiation///protein folding///spermatogenesis","GO:0030154///GO:0006457///GO:0007283","calcium ion binding///carbohydrate binding///protein binding involved in protein folding///unfolded protein binding","GO:0005509///GO:0030246///GO:0044183///GO:0051082","endoplasmic reticulum lumen","GO:0005788"
"1552422_at","C10orf25","220979","chromosome 10 open reading frame 25","","","","","extracellular region","GO:0005576"
"1552424_at","KLHL10","317719","kelch like family member 10","cell morphogenesis///fertilization///homeostasis of number of cells within a tissue///male genitalia morphogenesis///male gonad development///protein ubiquitination///spermatid development","GO:0000902///GO:0009566///GO:0048873///GO:0048808///GO:0008584///GO:0016567///GO:0007286","contributes_to ubiquitin-protein transferase activity","contributes_to GO:0004842","Cul3-RING ubiquitin ligase complex///cytoplasm","GO:0031463///GO:0005737"
"1552427_at","ZNF485","220992","zinc finger protein 485","regulation of transcription, DNA-templated///transcription, DNA-templated","GO:0006355///GO:0006351","DNA binding///metal ion binding","GO:0003677///GO:0046872","nucleus","GO:0005634"
"1552432_at","MFSD6L","162387","major facilitator superfamily domain containing 6 like","","","","","integral component of membrane","GO:0016021"
"1552439_s_at","MEGF11","84465","multiple EGF like domains 11","homotypic cell-cell adhesion///retina layer formation","GO:0034109///GO:0010842","","","basolateral plasma membrane///integral component of membrane","GO:0016323///GO:0016021"
"1552440_at","GPR182","11318","G protein-coupled receptor 182","G-protein coupled receptor signaling pathway///cell surface receptor signaling pathway///intracellular signal transduction///response to hypoxia","GO:0007186///GO:0007166///GO:0035556///GO:0001666","G-protein coupled receptor activity///adrenomedullin receptor activity///transmembrane signaling receptor activity","GO:0004930///GO:0001605///GO:0004888","integral component of membrane///intracellular///plasma membrane","GO:0016021///GO:0005622///GO:0005886"
"1552445_a_at","ESX1","80712","ESX homeobox 1","labyrinthine layer blood vessel development///labyrinthine layer morphogenesis///negative regulation of transcription from RNA polymerase II promoter///negative regulation of transcription, DNA-templated///regulation of cell cycle///transcription, DNA-templated","GO:0060716///GO:0060713///GO:0000122///GO:0045892///GO:0051726///GO:0006351","RNA polymerase II regulatory region sequence-specific DNA binding///sequence-specific DNA binding///transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding///transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding","GO:0000977///GO:0043565///GO:0001227///GO:0001227","cytoplasm///nucleus","GO:0005737///GO:0005634"
"1552448_a_at","FAM167A-AS1","83656","FAM167A antisense RNA 1","","","","","",""
"1552449_a_at","SCGB1C2","653486","secretoglobin family 1C member 2","","","","","extracellular region///extracellular region","GO:0005576///GO:0005576"
"1552450_a_at","DNAJC5G","285126","DnaJ heat shock protein family (Hsp40) member C5 gamma","","","","","membrane","GO:0016020"
"1552452_at","WDR88","126248","WD repeat domain 88","","","","","",""
"1552456_a_at","MBD3L2","125997","methyl-CpG binding domain protein 3 like 2","methylation-dependent chromatin silencing///negative regulation of transcription from RNA polymerase II promoter","GO:0006346///GO:0000122","methyl-CpG binding","GO:0008327","nucleus","GO:0005634"
"1552458_at","MBD3L1","85509","methyl-CpG binding domain protein 3 like 1","methylation-dependent chromatin silencing///negative regulation of transcription from RNA polymerase II promoter///transcription, DNA-templated","GO:0006346///GO:0000122///GO:0006351","methyl-CpG binding","GO:0008327","cytoplasm///nucleoplasm///nucleus///plasma membrane","GO:0005737///GO:0005654///GO:0005634///GO:0005886"
"1552461_at","FAM46D","169966","family with sequence similarity 46 member D","","","protein binding","GO:0005515","",""
"1552463_at","SERPINB11","89778","serpin family B member 11 (gene/pseudogene)","negative regulation of endopeptidase activity","GO:0010951","serine-type endopeptidase inhibitor activity","GO:0004867","cytoplasm///extracellular space","GO:0005737///GO:0005615"
"1552466_x_at","LINC00161","118421","long intergenic non-protein coding RNA 161","","","","","",""
"1552467_at","DSCR10","259234","Down syndrome critical region 10 (non-protein coding)","biological_process","GO:0008150","molecular_function","GO:0003674","cellular_component","GO:0005575"
"1552478_a_at","IRF6","3664","interferon regulatory factor 6","cell cycle arrest///cell development///interferon-gamma-mediated signaling pathway///keratinocyte differentiation///keratinocyte proliferation///mammary gland epithelial cell differentiation///negative regulation of cell proliferation///positive regulation of transcription, DNA-templated///transcription, DNA-templated///type I interferon signaling pathway","GO:0007050///GO:0048468///GO:0060333///GO:0030216///GO:0043616///GO:0060644///GO:0008285///GO:0045893///GO:0006351///GO:0060337","DNA binding///protein binding///regulatory region DNA binding///transcription factor activity, sequence-specific DNA binding","GO:0003677///GO:0005515///GO:0000975///GO:0003700","cytoplasm///cytosol///extracellular exosome///nucleus","GO:0005737///GO:0005829///GO:0070062///GO:0005634"
"1552487_a_at","BNC1","646","basonuclin 1","epidermis development///positive regulation of cell proliferation///regulation of transcription, DNA-templated///transcription, DNA-templated","GO:0008544///GO:0008284///GO:0006355///GO:0006351","DNA binding///metal ion binding///transcription factor activity, sequence-specific DNA binding","GO:0003677///GO:0046872///GO:0003700","cytoplasm///nucleus","GO:0005737///GO:0005634"
"1552489_s_at","MPP4","58538","membrane palmitoylated protein 4","","","","","cytoplasm///intracellular membrane-bounded organelle///nucleoplasm","GO:0005737///GO:0043231///GO:0005654"
"1552490_at","LACE1","246269","lactation elevated 1","","","ATP binding///protein binding","GO:0005524///GO:0005515","mitochondrion","GO:0005739"
"1552491_at","IDI2","91734","isopentenyl-diphosphate delta isomerase 2","cholesterol biosynthetic process///dimethylallyl diphosphate biosynthetic process///isopentenyl diphosphate metabolic process///isoprenoid biosynthetic process","GO:0006695///GO:0050992///GO:0046490///GO:0008299","hydrolase activity///isopentenyl-diphosphate delta-isomerase activity///metal ion binding","GO:0016787///GO:0004452///GO:0046872","cytosol///peroxisome","GO:0005829///GO:0005777"
"1552493_s_at","CYP11B1","1584","cytochrome P450 family 11 subfamily B member 1","C21-steroid hormone biosynthetic process///aldosterone biosynthetic process///aldosterone biosynthetic process///cellular response to hormone stimulus///cellular response to peptide hormone stimulus///cellular response to potassium ion///cholesterol metabolic process///cortisol biosynthetic process///cortisol biosynthetic process///glucocorticoid biosynthetic process///glucose homeostasis///immune response///oxidation-reduction process///regulation of blood pressure///secondary metabolite biosynthetic process///sterol metabolic process","GO:0006700///GO:0032342///GO:0032342///GO:0032870///GO:0071375///GO:0035865///GO:0008203///GO:0034651///GO:0034651///GO:0006704///GO:0042593///GO:0006955///GO:0055114///GO:0008217///GO:0044550///GO:0016125","corticosterone 18-monooxygenase activity///heme binding///heme binding///iron ion binding///oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen///steroid 11-beta-monooxygenase activity///steroid 11-beta-monooxygenase activity///steroid 11-beta-monooxygenase activity","GO:0047783///GO:0020037///GO:0020037///GO:0005506///GO:0016709///GO:0004507///GO:0004507///GO:0004507","mitochondrial inner membrane///mitochondrial inner membrane///mitochondrion","GO:0005743///GO:0005743///GO:0005739"
"1552497_a_at","SLAMF6","114836","SLAM family member 6","T-helper 17 cell lineage commitment///innate immune response///natural killer cell differentiation///natural killer cell proliferation///positive regulation of interferon-gamma production///positive regulation of interleukin-17 production///positive regulation of natural killer cell mediated cytotoxicity///regulation of immune response","GO:0072540///GO:0045087///GO:0001779///GO:0001787///GO:0032729///GO:0032740///GO:0045954///GO:0050776","protein binding","GO:0005515","extracellular exosome///integral component of membrane///plasma membrane///plasma membrane","GO:0070062///GO:0016021///GO:0005886///GO:0005886"
"1552498_at","ZSCAN20","7579","zinc finger and SCAN domain containing 20","regulation of transcription, DNA-templated///transcription, DNA-templated","GO:0006355///GO:0006351","RNA polymerase II regulatory region sequence-specific DNA binding///metal ion binding///transcription factor activity, sequence-specific DNA binding","GO:0000977///GO:0046872///GO:0003700","nucleus","GO:0005634"
"1552501_a_at","GPBAR1","151306","G protein-coupled bile acid receptor 1","G-protein coupled receptor signaling pathway///cell surface bile acid receptor signaling pathway///regulation of bicellular tight junction assembly","GO:0007186///GO:0038184///GO:2000810","G-protein coupled bile acid receptor activity///bile acid receptor activity","GO:0038182///GO:0038181","cytoplasm///integral component of membrane///plasma membrane///plasma membrane","GO:0005737///GO:0016021///GO:0005886///GO:0005886"
